T,Simulink
5.013,8.3553
5.014,8.3554
5.015,8.3555
5.016,8.3556
5.017,8.3557
5.018,8.3558
5.019,8.3559
5.02,8.356
5.021,8.3561
5.022,8.3562
5.023,8.3563
5.024,8.3564
5.025,8.3565
5.026,8.3566
5.027,8.3567
5.028,8.3568
5.029,8.3569
5.03,8.357
5.031,8.3571
5.032,8.3572
5.033,8.3573
5.034,8.3574
5.035,8.3575
5.036,8.3576
5.037,8.3577
5.038,8.3578
5.039,8.3579
5.04,8.358
5.041,8.3581
5.042,8.3582
5.043,8.3583
5.044,8.3584
5.045,8.3585
5.046,8.3586
5.047,8.3587
5.048,8.3588
5.049,8.3589
5.05,8.359
5.051,8.3591
5.052,8.3592
5.053,8.3593
5.054,8.3594
5.055,8.3595
5.056,8.3596
5.057,8.3597
5.058,8.3598
5.059,8.3599
5.06,8.36
5.061,8.3601
5.062,8.3602
5.063,8.3603
5.064,8.3604
5.065,8.3605
5.066,8.3606
5.067,8.3607
5.068,8.3608
5.069,8.3609
5.07,8.361
5.071,8.3611
5.072,8.3612
5.073,8.3613
5.074,8.3614
5.075,8.3615
5.076,8.3616
5.077,8.3617
5.078,8.3618
5.079,8.3619
5.08,8.362
5.081,8.3621
5.082,8.3622
5.083,8.3623
5.084,8.3624
5.085,8.3625
5.086,8.3626
5.087,8.3627
5.088,8.3628
5.089,8.3629
5.09,8.363
5.091,8.3631
5.092,8.3632
5.093,8.3633
5.094,8.3634
5.095,8.3635
5.096,8.3636
5.097,8.3637
5.098,8.3638
5.099,8.3639
5.1,8.364
5.101,8.3641
5.102,8.3642
5.103,8.3643
5.104,8.3644
5.105,8.3645
5.106,8.3646
5.107,8.3647
5.108,8.3648
5.109,8.3649
5.11,8.365
5.111,8.3651
5.112,8.3652
5.113,8.3653
5.114,8.3654
5.115,8.3655
5.116,8.3656
5.117,8.3657
5.118,8.3658
5.119,8.3659
5.12,8.366
5.121,8.3661
5.122,8.3662
5.123,8.3663
5.124,8.3664
5.125,8.3665
5.126,8.3666
5.127,8.3667
5.128,8.3668
5.129,8.3669
5.13,8.367
5.131,8.3671
5.132,8.3672
5.133,8.3673
5.134,8.3674
5.135,8.3675
5.136,8.3676
5.137,8.3677
5.138,8.3678
5.139,8.3679
5.14,8.368
5.141,8.3681
5.142,8.3682
5.143,8.3683
5.144,8.3684
5.145,8.3685
5.146,8.3686
5.147,8.3687
5.148,8.3688
5.149,8.3689
5.15,8.369
5.151,8.3691
5.152,8.3692
5.153,8.3693
5.154,8.3694
5.155,8.3695
5.156,8.3696
5.157,8.3697
5.158,8.3698
5.159,8.3699
5.16,8.37
5.161,8.3701
5.162,8.3702
5.163,8.3703
5.164,8.3704
5.165,8.3705
5.166,8.3706
5.167,8.3707
5.168,8.3708
5.169,8.3709
5.17,8.371
5.171,8.3711
5.172,8.3712
5.173,8.3713
5.174,8.3714
5.175,8.3715
5.176,8.3716
5.177,8.3717
5.178,8.3718
5.179,8.3719
5.18,8.372
5.181,8.3721
5.182,8.3722
5.183,8.3723
5.184,8.3724
5.185,8.3725
5.186,8.3726
5.187,8.3727
5.188,8.3728
5.189,8.3729
5.19,8.373
5.191,8.3731
5.192,8.3732
5.193,8.3733
5.194,8.3734
5.195,8.3735
5.196,8.3736
5.197,8.3737
5.198,8.3738
5.199,8.3739
5.2,8.374
5.201,8.3741
5.202,8.3742
5.203,8.3743
5.204,8.3744
5.205,8.3745
5.206,8.3746
5.207,8.3747
5.208,8.3748
5.209,8.3749
5.21,8.375
5.211,8.3751
5.212,8.3752
5.213,8.3753
5.214,8.3754
5.215,8.3755
5.216,8.3756
5.217,8.3757
5.218,8.3758
5.219,8.3759
5.22,8.376
5.221,8.3761
5.222,8.3762
5.223,8.3763
5.224,8.3764
5.225,8.3765
5.226,8.3766
5.227,8.3767
5.228,8.3768
5.229,8.3769
5.23,8.377
5.231,8.3771
5.232,8.3772
5.233,8.3773
5.234,8.3774
5.235,8.3775
5.236,8.3776
5.237,8.3777
5.238,8.3778
5.239,8.3779
5.24,8.378
5.241,8.3781
5.242,8.3782
5.243,8.3783
5.244,8.3784
5.245,8.3785
5.246,8.3786
5.247,8.3787
5.248,8.3788
5.249,8.3789
5.25,8.379
5.251,8.3791
5.252,8.3792
5.253,8.3793
5.254,8.3794
5.255,8.3795
5.256,8.3796
5.257,8.3797
5.258,8.3798
5.259,8.3799
5.26,8.38
5.261,8.3801
5.262,8.3802
5.263,8.3803
5.264,8.3804
5.265,8.3805
5.266,8.3806
5.267,8.3807
5.268,8.3808
5.269,8.3809
5.27,8.381
5.271,8.3811
5.272,8.3812
5.273,8.3813
5.274,8.3814
5.275,8.3815
5.276,8.3816
5.277,8.3817
5.278,8.3818
5.279,8.3819
5.28,8.382
5.281,8.3821
5.282,8.3822
5.283,8.3823
5.284,8.3824
5.285,8.3825
5.286,8.3826
5.287,8.3827
5.288,8.3828
5.289,8.3829
5.29,8.383
5.291,8.3831
5.292,8.3832
5.293,8.3833
5.294,8.3834
5.295,8.3835
5.296,8.3836
5.297,8.3837
5.298,8.3838
5.299,8.3839
5.3,8.384
5.301,8.3841
5.302,8.3842
5.303,8.3843
5.304,8.3844
5.305,8.3845
5.306,8.3846
5.307,8.3847
5.308,8.3848
5.309,8.3849
5.31,8.385
5.311,8.3851
5.312,8.3852
5.313,8.3853
5.314,8.3854
5.315,8.3855
5.316,8.3856
5.317,8.3857
5.318,8.3858
5.319,8.3859
5.32,8.386
5.321,8.3861
5.322,8.3862
5.323,8.3863
5.324,8.3864
5.325,8.3865
5.326,8.3866
5.327,8.3867
5.328,8.3868
5.329,8.3869
5.33,8.387
5.331,8.3871
5.332,8.3872
5.333,8.3873
5.334,8.3874
5.335,8.3875
5.336,8.3876
5.337,8.3877
5.338,8.3878
5.339,8.3879
5.34,8.388
5.341,8.3881
5.342,8.3882
5.343,8.3883
5.344,8.3884
5.345,8.3885
5.346,8.3886
5.347,8.3887
5.348,8.3888
5.349,8.3889
5.35,8.389
5.351,8.3891
5.352,8.3892
5.353,8.3893
5.354,8.3894
5.355,8.3895
5.356,8.3896
5.357,8.3897
5.358,8.3898
5.359,8.3899
5.36,8.39
5.361,8.3901
5.362,8.3902
5.363,8.3903
5.364,8.3904
5.365,8.3905
5.366,8.3906
5.367,8.3907
5.368,8.3908
5.369,8.3909
5.37,8.391
5.371,8.3911
5.372,8.3912
5.373,8.3913
5.374,8.3914
5.375,8.3915
5.376,8.3916
5.377,8.3917
5.378,8.3918
5.379,8.3919
5.38,8.392
5.381,8.3921
5.382,8.3922
5.383,8.3923
5.384,8.3924
5.385,8.3925
5.386,8.3926
5.387,8.3927
5.388,8.3928
5.389,8.3929
5.39,8.393
5.391,8.3931
5.392,8.3932
5.393,8.3933
5.394,8.3934
5.395,8.3935
5.396,8.3936
5.397,8.3937
5.398,8.3938
5.399,8.3939
5.4,8.394
5.401,8.3941
5.402,8.3942
5.403,8.3943
5.404,8.3944
5.405,8.3945
5.406,8.3946
5.407,8.3947
5.408,8.3948
5.409,8.3949
5.41,8.395
5.411,8.3951
5.412,8.3952
5.413,8.3953
5.414,8.3954
5.415,8.3955
5.416,8.3956
5.417,8.3957
5.418,8.3958
5.419,8.3959
5.42,8.396
5.421,8.3961
5.422,8.3962
5.423,8.3963
5.424,8.3964
5.425,8.3965
5.426,8.3966
5.427,8.3967
5.428,8.3968
5.429,8.3969
5.43,8.397
5.431,8.3971
5.432,8.3972
5.433,8.3973
5.434,8.3974
5.435,8.3975
5.436,8.3976
5.437,8.3977
5.438,8.3978
5.439,8.3979
5.44,8.398
5.441,8.3981
5.442,8.3982
5.443,8.3983
5.444,8.3984
5.445,8.3985
5.446,8.3986
5.447,8.3987
5.448,8.3988
5.449,8.3989
5.45,8.399
5.451,8.3991
5.452,8.3992
5.453,8.3993
5.454,8.3994
5.455,8.3995
5.456,8.3996
5.457,8.3997
5.458,8.3998
5.459,8.3999
5.46,8.4
5.461,8.4001
5.462,8.4002
5.463,8.4003
5.464,8.4004
5.465,8.4005
5.466,8.4006
5.467,8.4007
5.468,8.4008
5.469,8.4009
5.47,8.401
5.471,8.4011
5.472,8.4012
5.473,8.4013
5.474,8.4014
5.475,8.4015
5.476,8.4016
5.477,8.4017
5.478,8.4018
5.479,8.4019
5.48,8.402
5.481,8.4021
5.482,8.4022
5.483,8.4023
5.484,8.4024
5.485,8.4025
5.486,8.4026
5.487,8.4027
5.488,8.4028
5.489,8.4029
5.49,8.403
5.491,8.4031
5.492,8.4032
5.493,8.4033
5.494,8.4034
5.495,8.4035
5.496,8.4036
5.497,8.4037
5.498,8.4038
5.499,8.4039
5.5,8.404
5.501,8.4041
5.502,8.4042
5.503,8.4043
5.504,8.4044
5.505,8.4045
5.506,8.4046
5.507,8.4047
5.508,8.4048
5.509,8.4049
5.51,8.405
5.511,8.4051
5.512,8.4052
5.513,8.4053
5.514,8.4054
5.515,8.4055
5.516,8.4056
5.517,8.4057
5.518,8.4058
5.519,8.4059
5.52,8.406
5.521,8.4061
5.522,8.4062
5.523,8.4063
5.524,8.4064
5.525,8.4065
5.526,8.4066
5.527,8.4067
5.528,8.4068
5.529,8.4069
5.53,8.407
5.531,8.4071
5.532,8.4072
5.533,8.4073
5.534,8.4074
5.535,8.4075
5.536,8.4076
5.537,8.4077
5.538,8.4078
5.539,8.4079
5.54,8.408
5.541,8.4081
5.542,8.4082
5.543,8.4083
5.544,8.4084
5.545,8.4085
5.546,8.4086
5.547,8.4087
5.548,8.4088
5.549,8.4089
5.55,8.409
5.551,8.4091
5.552,8.4092
5.553,8.4093
5.554,8.4094
5.555,8.4095
5.556,8.4096
5.557,8.4097
5.558,8.4098
5.559,8.4099
5.56,8.41
5.561,8.4101
5.562,8.4102
5.563,8.4103
5.564,8.4104
5.565,8.4105
5.566,8.4106
5.567,8.4107
5.568,8.4108
5.569,8.4109
5.57,8.411
5.571,8.4111
5.572,8.4112
5.573,8.4113
5.574,8.4114
5.575,8.4115
5.576,8.4116
5.577,8.4117
5.578,8.4118
5.579,8.4119
5.58,8.412
5.581,8.4121
5.582,8.4122
5.583,8.4123
5.584,8.4124
5.585,8.4125
5.586,8.4126
5.587,8.4127
5.588,8.4128
5.589,8.4129
5.59,8.413
5.591,8.4131
5.592,8.4132
5.593,8.4133
5.594,8.4134
5.595,8.4135
5.596,8.4136
5.597,8.4137
5.598,8.4138
5.599,8.4139
5.6,8.414
5.601,8.4141
5.602,8.4142
5.603,8.4143
5.604,8.4144
5.605,8.4145
5.606,8.4146
5.607,8.4147
5.608,8.4148
5.609,8.4149
5.61,8.415
5.611,8.4151
5.612,8.4152
5.613,8.4153
5.614,8.4154
5.615,8.4155
5.616,8.4156
5.617,8.4157
5.618,8.4158
5.619,8.4159
5.62,8.416
5.621,8.4161
5.622,8.4162
5.623,8.4163
5.624,8.4164
5.625,8.4165
5.626,8.4166
5.627,8.4167
5.628,8.4168
5.629,8.4169
5.63,8.417
5.631,8.4171
5.632,8.4172
5.633,8.4173
5.634,8.4174
5.635,8.4175
5.636,8.4176
5.637,8.4177
5.638,8.4178
5.639,8.4179
5.64,8.418
5.641,8.4181
5.642,8.4182
5.643,8.4183
5.644,8.4184
5.645,8.4185
5.646,8.4186
5.647,8.4187
5.648,8.4188
5.649,8.4189
5.65,8.419
5.651,8.4191
5.652,8.4192
5.653,8.4193
5.654,8.4194
5.655,8.4195
5.656,8.4196
5.657,8.4197
5.658,8.4198
5.659,8.4199
5.66,8.42
5.661,8.4201
5.662,8.4202
5.663,8.4203
5.664,8.4204
5.665,8.4205
5.666,8.4206
5.667,8.4207
5.668,8.4208
5.669,8.4209
5.67,8.421
5.671,8.4211
5.672,8.4212
5.673,8.4213
5.674,8.4214
5.675,8.4215
5.676,8.4216
5.677,8.4217
5.678,8.4218
5.679,8.4219
5.68,8.422
5.681,8.4221
5.682,8.4222
5.683,8.4223
5.684,8.4224
5.685,8.4225
5.686,8.4226
5.687,8.4227
5.688,8.4228
5.689,8.4229
5.69,8.423
5.691,8.4231
5.692,8.4232
5.693,8.4233
5.694,8.4234
5.695,8.4235
5.696,8.4236
5.697,8.4237
5.698,8.4238
5.699,8.4239
5.7,8.424
5.701,8.4241
5.702,8.4242
5.703,8.4243
5.704,8.4244
5.705,8.4245
5.706,8.4246
5.707,8.4247
5.708,8.4248
5.709,8.4249
5.71,8.425
5.711,8.4251
5.712,8.4252
5.713,8.4253
5.714,8.4254
5.715,8.4255
5.716,8.4256
5.717,8.4257
5.718,8.4258
5.719,8.4259
5.72,8.426
5.721,8.4261
5.722,8.4262
5.723,8.4263
5.724,8.4264
5.725,8.4265
5.726,8.4266
5.727,8.4267
5.728,8.4268
5.729,8.4269
5.73,8.427
5.731,8.4271
5.732,8.4272
5.733,8.4273
5.734,8.4274
5.735,8.4275
5.736,8.4276
5.737,8.4277
5.738,8.4278
5.739,8.4279
5.74,8.428
5.741,8.4281
5.742,8.4282
5.743,8.4283
5.744,8.4284
5.745,8.4285
5.746,8.4286
5.747,8.4287
5.748,8.4288
5.749,8.4289
5.75,8.429
5.751,8.4291
5.752,8.4292
5.753,8.4293
5.754,8.4294
5.755,8.4295
5.756,8.4296
5.757,8.4297
5.758,8.4298
5.759,8.4299
5.76,8.43
5.761,8.4301
5.762,8.4302
5.763,8.4303
5.764,8.4304
5.765,8.4305
5.766,8.4306
5.767,8.4307
5.768,8.4308
5.769,8.4309
5.77,8.431
5.771,8.4311
5.772,8.4312
5.773,8.4313
5.774,8.4314
5.775,8.4315
5.776,8.4316
5.777,8.4317
5.778,8.4318
5.779,8.4319
5.78,8.432
5.781,8.4321
5.782,8.4322
5.783,8.4323
5.784,8.4324
5.785,8.4325
5.786,8.4326
5.787,8.4327
5.788,8.4328
5.789,8.4329
5.79,8.433
5.791,8.4331
5.792,8.4332
5.793,8.4333
5.794,8.4334
5.795,8.4335
5.796,8.4336
5.797,8.4337
5.798,8.4338
5.799,8.4339
5.8,8.434
5.801,8.4341
5.802,8.4342
5.803,8.4343
5.804,8.4344
5.805,8.4345
5.806,8.4346
5.807,8.4347
5.808,8.4348
5.809,8.4349
5.81,8.435
5.811,8.4351
5.812,8.4352
5.813,8.4353
5.814,8.4354
5.815,8.4355
5.816,8.4356
5.817,8.4357
5.818,8.4358
5.819,8.4359
5.82,8.436
5.821,8.4361
5.822,8.4362
5.823,8.4363
5.824,8.4364
5.825,8.4365
5.826,8.4366
5.827,8.4367
5.828,8.4368
5.829,8.4369
5.83,8.437
5.831,8.4371
5.832,8.4372
5.833,8.4373
5.834,8.4374
5.835,8.4375
5.836,8.4376
5.837,8.4377
5.838,8.4378
5.839,8.4379
5.84,8.438
5.841,8.4381
5.842,8.4382
5.843,8.4383
5.844,8.4384
5.845,8.4385
5.846,8.4386
5.847,8.4387
5.848,8.4388
5.849,8.4389
5.85,8.439
5.851,8.4391
5.852,8.4392
5.853,8.4393
5.854,8.4394
5.855,8.4395
5.856,8.4396
5.857,8.4397
5.858,8.4398
5.859,8.4399
5.86,8.44
5.861,8.4401
5.862,8.4402
5.863,8.4403
5.864,8.4404
5.865,8.4405
5.866,8.4406
5.867,8.4407
5.868,8.4408
5.869,8.4409
5.87,8.441
5.871,8.4411
5.872,8.4412
5.873,8.4413
5.874,8.4414
5.875,8.4415
5.876,8.4416
5.877,8.4417
5.878,8.4418
5.879,8.4419
5.88,8.442
5.881,8.4421
5.882,8.4422
5.883,8.4423
5.884,8.4424
5.885,8.4425
5.886,8.4426
5.887,8.4427
5.888,8.4428
5.889,8.4429
5.89,8.443
5.891,8.4431
5.892,8.4432
5.893,8.4433
5.894,8.4434
5.895,8.4435
5.896,8.4436
5.897,8.4437
5.898,8.4438
5.899,8.4439
5.9,8.444
5.901,8.4441
5.902,8.4442
5.903,8.4443
5.904,8.4444
5.905,8.4445
5.906,8.4446
5.907,8.4447
5.908,8.4448
5.909,8.4449
5.91,8.445
5.911,8.4451
5.912,8.4452
5.913,8.4453
5.914,8.4454
5.915,8.4455
5.916,8.4456
5.917,8.4457
5.918,8.4458
5.919,8.4459
5.92,8.446
5.921,8.4461
5.922,8.4462
5.923,8.4463
5.924,8.4464
5.925,8.4465
5.926,8.4466
5.927,8.4467
5.928,8.4468
5.929,8.4469
5.93,8.447
5.931,8.4471
5.932,8.4472
5.933,8.4473
5.934,8.4474
5.935,8.4475
5.936,8.4476
5.937,8.4477
5.938,8.4478
5.939,8.4479
5.94,8.448
5.941,8.4481
5.942,8.4482
5.943,8.4483
5.944,8.4484
5.945,8.4485
5.946,8.4486
5.947,8.4487
5.948,8.4488
5.949,8.4489
5.95,8.449
5.951,8.4491
5.952,8.4492
5.953,8.4493
5.954,8.4494
5.955,8.4495
5.956,8.4496
5.957,8.4497
5.958,8.4498
5.959,8.4499
5.96,8.45
5.961,8.4501
5.962,8.4502
5.963,8.4503
5.964,8.4504
5.965,8.4505
5.966,8.4506
5.967,8.4507
5.968,8.4508
5.969,8.4509
5.97,8.451
5.971,8.4511
5.972,8.4512
5.973,8.4513
5.974,8.4514
5.975,8.4515
5.976,8.4516
5.977,8.4517
5.978,8.4518
5.979,8.4519
5.98,8.452
5.981,8.4521
5.982,8.4522
5.983,8.4523
5.984,8.4524
5.985,8.4525
5.986,8.4526
5.987,8.4527
5.988,8.4528
5.989,8.4529
5.99,8.453
5.991,8.4531
5.992,8.4532
5.993,8.4533
5.994,8.4534
5.995,8.4535
5.996,8.4536
5.997,8.4537
5.998,8.4538
5.999,8.4539
6,8.454
6.001,8.4541
6.002,8.4542
6.003,8.4543
6.004,8.4544
6.005,8.4545
6.006,8.4546
6.007,8.4547
6.008,8.4548
6.009,8.4549
6.01,8.455
6.011,8.4551
6.012,8.4552
6.013,8.4553
6.014,8.4554
6.015,8.4555
6.016,8.4556
6.017,8.4557
6.018,8.4558
6.019,8.4559
6.02,8.456
6.021,8.4561
6.022,8.4562
6.023,8.4563
6.024,8.4564
6.025,8.4565
6.026,8.4566
6.027,8.4567
6.028,8.4568
6.029,8.4569
6.03,8.457
6.031,8.4571
6.032,8.4572
6.033,8.4573
6.034,8.4574
6.035,8.4575
6.036,8.4576
6.037,8.4577
6.038,8.4578
6.039,8.4579
6.04,8.458
6.041,8.4581
6.042,8.4582
6.043,8.4583
6.044,8.4584
6.045,8.4585
6.046,8.4586
6.047,8.4587
6.048,8.4588
6.049,8.4589
6.05,8.459
6.051,8.4591
6.052,8.4592
6.053,8.4593
6.054,8.4594
6.055,8.4595
6.056,8.4596
6.057,8.4597
6.058,8.4598
6.059,8.4599
6.06,8.46
6.061,8.4601
6.062,8.4602
6.063,8.4603
6.064,8.4604
6.065,8.4605
6.066,8.4606
6.067,8.4607
6.068,8.4608
6.069,8.4609
6.07,8.461
6.071,8.4611
6.072,8.4612
6.073,8.4613
6.074,8.4614
6.075,8.4615
6.076,8.4616
6.077,8.4617
6.078,8.4618
6.079,8.4619
6.08,8.462
6.081,8.4621
6.082,8.4622
6.083,8.4623
6.084,8.4624
6.085,8.4625
6.086,8.4626
6.087,8.4627
6.088,8.4628
6.089,8.4629
6.09,8.463
6.091,8.4631
6.092,8.4632
6.093,8.4633
6.094,8.4634
6.095,8.4635
6.096,8.4636
6.097,8.4637
6.098,8.4638
6.099,8.4639
6.1,8.464
6.101,8.4641
6.102,8.4642
6.103,8.4643
6.104,8.4644
6.105,8.4645
6.106,8.4646
6.107,8.4647
6.108,8.4648
6.109,8.4649
6.11,8.465
6.111,8.4651
6.112,8.4652
6.113,8.4653
6.114,8.4654
6.115,8.4655
6.116,8.4656
6.117,8.4657
6.118,8.4658
6.119,8.4659
6.12,8.466
6.121,8.4661
6.122,8.4662
6.123,8.4663
6.124,8.4664
6.125,8.4665
6.126,8.4666
6.127,8.4667
6.128,8.4668
6.129,8.4669
6.13,8.467
6.131,8.4671
6.132,8.4672
6.133,8.4673
6.134,8.4674
6.135,8.4675
6.136,8.4676
6.137,8.4677
6.138,8.4678
6.139,8.4679
6.14,8.468
6.141,8.4681
6.142,8.4682
6.143,8.4683
6.144,8.4684
6.145,8.4685
6.146,8.4686
6.147,8.4687
6.148,8.4688
6.149,8.4689
6.15,8.469
6.151,8.4691
6.152,8.4692
6.153,8.4693
6.154,8.4694
6.155,8.4695
6.156,8.4696
6.157,8.4697
6.158,8.4698
6.159,8.4699
6.16,8.47
6.161,8.4701
6.162,8.4702
6.163,8.4703
6.164,8.4704
6.165,8.4705
6.166,8.4706
6.167,8.4707
6.168,8.4708
6.169,8.4709
6.17,8.471
6.171,8.4711
6.172,8.4712
6.173,8.4713
6.174,8.4714
6.175,8.4715
6.176,8.4716
6.177,8.4717
6.178,8.4718
6.179,8.4719
6.18,8.472
6.181,8.4721
6.182,8.4722
6.183,8.4723
6.184,8.4724
6.185,8.4725
6.186,8.4726
6.187,8.4727
6.188,8.4728
6.189,8.4729
6.19,8.473
6.191,8.4731
6.192,8.4732
6.193,8.4733
6.194,8.4734
6.195,8.4735
6.196,8.4736
6.197,8.4737
6.198,8.4738
6.199,8.4739
6.2,8.474
6.201,8.4741
6.202,8.4742
6.203,8.4743
6.204,8.4744
6.205,8.4745
6.206,8.4746
6.207,8.4747
6.208,8.4748
6.209,8.4749
6.21,8.475
6.211,8.4751
6.212,8.4752
6.213,8.4753
6.214,8.4754
6.215,8.4755
6.216,8.4756
6.217,8.4757
6.218,8.4758
6.219,8.4759
6.22,8.476
6.221,8.4761
6.222,8.4762
6.223,8.4763
6.224,8.4764
6.225,8.4765
6.226,8.4766
6.227,8.4767
6.228,8.4768
6.229,8.4769
6.23,8.477
6.231,8.4771
6.232,8.4772
6.233,8.4773
6.234,8.4774
6.235,8.4775
6.236,8.4776
6.237,8.4777
6.238,8.4778
6.239,8.4779
6.24,8.478
6.241,8.4781
6.242,8.4782
6.243,8.4783
6.244,8.4784
6.245,8.4785
6.246,8.4786
6.247,8.4787
6.248,8.4788
6.249,8.4789
6.25,8.479
6.251,8.4791
6.252,8.4792
6.253,8.4793
6.254,8.4794
6.255,8.4795
6.256,8.4796
6.257,8.4797
6.258,8.4798
6.259,8.4799
6.26,8.48
6.261,8.4801
6.262,8.4802
6.263,8.4803
6.264,8.4804
6.265,8.4805
6.266,8.4806
6.267,8.4807
6.268,8.4808
6.269,8.4809
6.27,8.481
6.271,8.4811
6.272,8.4812
6.273,8.4813
6.274,8.4814
6.275,8.4815
6.276,8.4816
6.277,8.4817
6.278,8.4818
6.279,8.4819
6.28,8.482
6.281,8.4821
6.282,8.4822
6.283,8.4823
6.284,8.4824
6.285,8.4825
6.286,8.4826
6.287,8.4827
6.288,8.4828
6.289,8.4829
6.29,8.483
6.291,8.4831
6.292,8.4832
6.293,8.4833
6.294,8.4834
6.295,8.4835
6.296,8.4836
6.297,8.4837
6.298,8.4838
6.299,8.4839
6.3,8.484
6.301,8.4841
6.302,8.4842
6.303,8.4843
6.304,8.4844
6.305,8.4845
6.306,8.4846
6.307,8.4847
6.308,8.4848
6.309,8.4849
6.31,8.485
6.311,8.4851
6.312,8.4852
6.313,8.4853
6.314,8.4854
6.315,8.4855
6.316,8.4856
6.317,8.4857
6.318,8.4858
6.319,8.4859
6.32,8.486
6.321,8.4861
6.322,8.4862
6.323,8.4863
6.324,8.4864
6.325,8.4865
6.326,8.4866
6.327,8.4867
6.328,8.4868
6.329,8.4869
6.33,8.487
6.331,8.4871
6.332,8.4872
6.333,8.4873
6.334,8.4874
6.335,8.4875
6.336,8.4876
6.337,8.4877
6.338,8.4878
6.339,8.4879
6.34,8.488
6.341,8.4881
6.342,8.4882
6.343,8.4883
6.344,8.4884
6.345,8.4885
6.346,8.4886
6.347,8.4887
6.348,8.4888
6.349,8.4889
6.35,8.489
6.351,8.4891
6.352,8.4892
6.353,8.4893
6.354,8.4894
6.355,8.4895
6.356,8.4896
6.357,8.4897
6.358,8.4898
6.359,8.4899
6.36,8.49
6.361,8.4901
6.362,8.4902
6.363,8.4903
6.364,8.4904
6.365,8.4905
6.366,8.4906
6.367,8.4907
6.368,8.4908
6.369,8.4909
6.37,8.491
6.371,8.4911
6.372,8.4912
6.373,8.4913
6.374,8.4914
6.375,8.4915
6.376,8.4916
6.377,8.4917
6.378,8.4918
6.379,8.4919
6.38,8.492
6.381,8.4921
6.382,8.4922
6.383,8.4923
6.384,8.4924
6.385,8.4925
6.386,8.4926
6.387,8.4927
6.388,8.4928
6.389,8.4929
6.39,8.493
6.391,8.4931
6.392,8.4932
6.393,8.4933
6.394,8.4934
6.395,8.4935
6.396,8.4936
6.397,8.4937
6.398,8.4938
6.399,8.4939
6.4,8.494
6.401,8.4941
6.402,8.4942
6.403,8.4943
6.404,8.4944
6.405,8.4945
6.406,8.4946
6.407,8.4947
6.408,8.4948
6.409,8.4949
6.41,8.495
6.411,8.4951
6.412,8.4952
6.413,8.4953
6.414,8.4954
6.415,8.4955
6.416,8.4956
6.417,8.4957
6.418,8.4958
6.419,8.4959
6.42,8.496
6.421,8.4961
6.422,8.4962
6.423,8.4963
6.424,8.4964
6.425,8.4965
6.426,8.4966
6.427,8.4967
6.428,8.4968
6.429,8.4969
6.43,8.497
6.431,8.4971
6.432,8.4972
6.433,8.4973
6.434,8.4974
6.435,8.4975
6.436,8.4976
6.437,8.4977
6.438,8.4978
6.439,8.4979
6.44,8.498
6.441,8.4981
6.442,8.4982
6.443,8.4983
6.444,8.4984
6.445,8.4985
6.446,8.4986
6.447,8.4987
6.448,8.4988
6.449,8.4989
6.45,8.499
6.451,8.4991
6.452,8.4992
6.453,8.4993
6.454,8.4994
6.455,8.4995
6.456,8.4996
6.457,8.4997
6.458,8.4998
6.459,8.4999
6.46,8.5
6.461,8.5001
6.462,8.5002
6.463,8.5003
6.464,8.5004
6.465,8.5005
6.466,8.5006
6.467,8.5007
6.468,8.5008
6.469,8.5009
6.47,8.501
6.471,8.5011
6.472,8.5012
6.473,8.5013
6.474,8.5014
6.475,8.5015
6.476,8.5016
6.477,8.5017
6.478,8.5018
6.479,8.5019
6.48,8.502
6.481,8.5021
6.482,8.5022
6.483,8.5023
6.484,8.5024
6.485,8.5025
6.486,8.5026
6.487,8.5027
6.488,8.5028
6.489,8.5029
6.49,8.503
6.491,8.5031
6.492,8.5032
6.493,8.5033
6.494,8.5034
6.495,8.5035
6.496,8.5036
6.497,8.5037
6.498,8.5038
6.499,8.5039
6.5,8.504
6.501,8.5041
6.502,8.5042
6.503,8.5043
6.504,8.5044
6.505,8.5045
6.506,8.5046
6.507,8.5047
6.508,8.5048
6.509,8.5049
6.51,8.505
6.511,8.5051
6.512,8.5052
6.513,8.5053
6.514,8.5054
6.515,8.5055
6.516,8.5056
6.517,8.5057
6.518,8.5058
6.519,8.5059
6.52,8.506
6.521,8.5061
6.522,8.5062
6.523,8.5063
6.524,8.5064
6.525,8.5065
6.526,8.5066
6.527,8.5067
6.528,8.5068
6.529,8.5069
6.53,8.507
6.531,8.5071
6.532,8.5072
6.533,8.5073
6.534,8.5074
6.535,8.5075
6.536,8.5076
6.537,8.5077
6.538,8.5078
6.539,8.5079
6.54,8.508
6.541,8.5081
6.542,8.5082
6.543,8.5083
6.544,8.5084
6.545,8.5085
6.546,8.5086
6.547,8.5087
6.548,8.5088
6.549,8.5089
6.55,8.509
6.551,8.5091
6.552,8.5092
6.553,8.5093
6.554,8.5094
6.555,8.5095
6.556,8.5096
6.557,8.5097
6.558,8.5098
6.559,8.5099
6.56,8.51
6.561,8.5101
6.562,8.5102
6.563,8.5103
6.564,8.5104
6.565,8.5105
6.566,8.5106
6.567,8.5107
6.568,8.5108
6.569,8.5109
6.57,8.511
6.571,8.5111
6.572,8.5112
6.573,8.5113
6.574,8.5114
6.575,8.5115
6.576,8.5116
6.577,8.5117
6.578,8.5118
6.579,8.5119
6.58,8.512
6.581,8.5121
6.582,8.5122
6.583,8.5123
6.584,8.5124
